ctr,cpc,link,campaign,id,media_type,start_month,gender,messenger,ret_pro
0.44202212,6.91353196,True,8,6211695929742,0,11,-1,True,1
0.81901114,5.15972308,True,8,6211699487342,0,11,-1,True,1
0.66241375,4.938482,True,8,6211699487542,0,11,-1,True,1
0.69275635,6.37955853,True,8,6211699487742,0,11,-1,True,1
0.58409111,6.31090559,True,8,6211699487942,1,11,-1,True,1
0.81249004,6.31156863,True,8,6211699488142,1,11,-1,True,1
0.57953621,7.62509537,True,8,6211699488342,1,11,-1,True,1
0.49655172,12.60944444,True,8,6211699488542,1,11,0,True,1
1.08069164,5.935,True,8,6211699488742,0,11,0,True,1
0.5632604,9.22623704,True,8,6211699488942,0,11,0,True,1
0.56692137,10.35252174,True,8,6211699489142,1,11,0,True,1
0.91617041,8.514,True,8,6211699489342,1,11,0,True,1
0.51839653,9.73444043,True,8,6211699489542,0,11,0,True,1
0.80500894,6.03981481,False,8,6214333086142,1,11,-1,False,1
0.82424376,7.827999999999999,True,8,6215192710342,0,11,0,True,1
0.99456459,5.67790698,True,8,6215192710542,1,11,0,True,1
0.72565797,7.59925373,True,8,6215192710742,1,11,0,True,1
0.78140012,7.17532787,True,8,6215192711142,0,11,0,True,1
1.23018689,4.93961538,False,8,6215211799142,1,11,-1,False,1
0.84848485,7.68428571,False,8,6215211799542,1,11,0,False,1
0.67127949,7.48682927,True,8,6215214445542,0,11,0,True,1
0.54356297,9.56172043,True,8,6215214445742,1,11,0,True,1
0.45710267,12.53076923,True,8,6215214445942,1,11,0,True,1
0.85632731,8.01111111,True,8,6215214446142,1,11,0,True,1
0.65599288,7.53033898,True,8,6215214446342,0,11,0,True,1
1.04401806,6.24513514,True,8,6215214446542,0,11,0,True,1
1.31912735,2.03038462,False,8,6215761469742,1,12,0,True,1
1.11913592,2.38662791,False,8,6215761469942,0,12,0,True,1
0.74165637,3.47166667,False,8,6215761470142,1,12,0,True,1
0.77627698,3.8262,False,8,6215761470342,0,12,0,True,1
0.95660289,2.18105691,False,8,6215761470542,0,12,-1,True,1
0.84719237,2.36844828,False,8,6215761470742,1,12,-1,True,1
0.7868286999999999,2.88150685,False,8,6215761470942,0,12,-1,True,1
0.69214131,3.07208333,False,8,6215761471142,1,12,-1,True,1
0.48580682,4.92078431,False,8,6215762771342,0,12,-1,True,1
0.66744051,4.19608696,False,8,6215762771742,1,12,-1,True,1
0.15873016,15.18,False,8,6215764068542,0,12,0,True,1
1.23762376,2.79,False,8,6215764068742,1,12,0,True,1
0.65649976,3.32670807,False,8,6215764068942,0,12,-1,True,1
0.89472115,3.158,False,8,6215764069142,1,12,-1,True,1
1.60295931,1.29461538,False,8,6215766276942,1,12,0,True,1
0.99203367,1.84515152,False,8,6215766277142,0,12,0,True,1
2.02020202,1.09,False,8,6215768038742,1,12,-1,True,1
1.29506008,1.65257732,False,8,6215768038942,1,12,-1,True,1
0.90639067,1.94976351,False,8,6215768134542,0,12,-1,True,1
1.13517896,1.59530612,False,8,6215768134742,0,12,-1,True,1
0.96935628,1.56424328,False,8,6215770948142,0,12,0,True,1
1.09098394,1.87075472,False,8,6215770948342,1,12,0,True,1
0.44646033,3.57239044,False,8,6215770948542,0,12,-1,True,1
0.64076485,2.79714286,False,8,6215770948742,1,12,-1,True,1
0.83770848,1.57397507,False,8,6215770948942,0,12,-1,True,1
0.88866946,1.64013889,False,8,6215770949142,1,12,-1,True,1
0.71355759,2.86428571,False,8,6215770949342,0,12,0,True,1
0.44709389,4.56333333,False,8,6215770949542,1,12,0,True,1
2.68714012,2.16071429,True,8,6216226147142,1,11,0,True,1
0.94022834,4.94642857,True,8,6216226147342,0,11,0,True,1
1.48648649,3.01,True,8,6216226147742,0,11,0,True,1
1.998002,2.542,True,8,6216226147942,1,11,0,True,1
1.97628458,2.126,True,8,6216229656942,0,11,0,True,1
1.65460186,3.631875,True,8,6216229657142,0,11,0,True,1
3.31491713,1.60416667,True,8,6216229657342,0,11,0,True,1
5.26315789,1.30333333,True,8,6216229657542,1,11,0,True,1
2.23880597,2.63333333,True,8,6216229657742,1,11,0,True,1
0.0,0.0,True,8,6216229657942,1,11,0,True,1
2.7027027,0.745,False,8,6217650179142,0,12,0,True,1
1.44032922,0.96597403,False,8,6217651706742,0,12,-1,True,1
1.23316259,1.30707692,False,8,6217651706942,0,12,-1,True,1
1.55688623,1.01138462,False,8,6219575125942,0,12,0,True,1
0.90214173,1.74671756,True,8,6207557791942,1,10,-1,True,1
0.80990948,1.84647059,True,8,6207557792142,1,10,-1,True,1
1.19331742,1.88175,True,8,6207557892742,1,10,0,True,1
0.54794521,3.23791667,True,8,6207557892942,0,10,0,True,1
1.51351351,1.58285714,True,8,6207557893142,1,10,0,True,1
0.80038882,2.32764858,True,8,6207557893542,0,10,0,True,1
1.03429505,1.54605263,True,8,6207583766742,1,10,-1,True,1
0.82188903,1.84744409,True,8,6207583766942,0,10,-1,True,1
0.94235904,1.53666667,True,8,6207583767142,0,10,-1,True,1
1.24610592,1.3225,True,8,6207583767542,1,10,-1,True,1
1.38107702,1.46387903,True,8,6209023473742,1,10,0,True,1
1.01203711,1.78772727,True,8,6209023473942,0,10,0,True,1
0.98154692,2.134,True,8,6209023474342,0,10,0,True,1
0.87205865,2.30349153,True,8,6209023474542,1,10,0,True,1
1.10638327,1.64322591,True,8,6209023474742,1,10,0,True,1
0.70175439,2.50844444,True,8,6209023474942,0,10,0,True,1
1.06865285,2.78833333,True,8,6209024658342,1,10,0,True,1
1.1827957,2.18636364,True,8,6209024658542,0,10,0,True,1
0.56487356,3.92401709,True,8,6209141526542,0,10,0,True,1
0.61879808,4.47846847,True,8,6209148149742,1,10,0,True,1
0.74534981,2.75617994,True,8,6209151382942,0,10,-1,True,1
0.76531195,3.21041791,True,8,6209151383142,1,10,-1,True,1
0.61842919,6.1415,True,8,6209151844942,1,10,0,True,1
0.74605656,3.9752381000000003,True,8,6209151845142,0,10,0,True,1
0.46909816,4.336,True,8,6209152218742,0,10,0,True,1
0.43438914,4.3925,True,8,6209152219142,1,10,0,True,1
0.92032892,2.22218935,True,8,6210211492542,1,11,-1,True,1
0.8944688000000001,2.20558559,True,8,6210211492742,0,11,-1,True,1
0.55631752,3.82019391,True,8,6210215867142,1,11,-1,True,1
0.57001201,4.12877462,True,8,6210215867542,0,11,-1,True,1
0.51031409,4.11643192,True,8,6210215966142,0,11,0,True,1
0.69939852,4.4148,True,8,6210216084542,0,11,0,True,1
0.79548371,4.16096774,True,8,6210216084942,1,11,0,True,1
1.08823216,1.75676471,True,8,6210221190142,1,11,-1,True,1
0.87504545,2.47448753,True,8,6210221190342,0,11,-1,True,1
0.67792715,1.70220339,True,8,6210255998142,0,10,0,True,1
1.64835165,1.42083333,True,8,6210255998342,1,10,0,True,1
0.62444246,1.99428571,True,8,6210255998742,1,10,0,True,1
1.01038062,1.71917808,True,8,6210255999142,0,10,0,True,1
1.22137405,1.40625,True,8,6210255999742,1,10,0,True,1
1.02920723,1.73810811,True,8,6210256000742,0,10,0,True,1
0.85927057,2.04537037,True,8,6210266541542,0,10,0,True,1
0.68298969,3.54698113,True,8,6210266541942,0,10,0,True,1
1.08556203,2.20572727,True,8,6210266542142,0,10,0,True,1
1.53846154,1.08833333,True,8,6210741867942,1,11,-1,True,1
1.89097104,1.09576577,True,8,6210741868142,0,11,-1,True,1
1.55453,1.1509375,True,8,6210741868342,1,11,0,True,1
1.33000408,1.79233716,True,8,6210741868542,0,11,0,True,1
1.78041543,1.44833333,True,8,6210741868742,1,11,0,True,1
0.84680523,3.09363636,True,8,6210741868942,0,11,0,True,1
0.48096588,7.1283303,True,8,6211691683742,0,11,-1,True,1
0.5081902,8.41882443,True,8,6211691685142,1,11,-1,True,1
0.53663072,7.16939291,True,8,6211693204942,0,11,-1,True,1
0.66911614,6.63847021,True,8,6211693205142,1,11,-1,True,1
0.76899829,4.09358079,True,8,6211694341942,0,11,-1,True,1
0.7418674,4.08692469,True,8,6211694342142,1,11,-1,True,1
0.78304929,3.96688581,True,8,6211694342342,1,11,-1,True,1
0.81500914,4.07023508,True,8,6211694342542,0,11,-1,True,1
0.38971161,9.398,True,8,6211694342742,1,11,0,True,1
0.53175775,5.13777778,True,8,6211694342942,0,11,0,True,1
0.65891473,5.10941176,True,8,6211694343142,0,11,0,True,1
0.79972184,3.51043478,True,8,6211694343342,1,11,0,True,1
0.70224218,9.15812183,True,8,6211694343542,1,11,0,True,1
0.9407429,6.12824742,True,8,6211694343742,1,11,0,True,1
0.63296243,8.92694268,True,8,6211694343942,0,11,0,True,1
0.63160096,8.88798013,True,8,6211694344142,0,11,0,True,1
0.49594896,8.25210024,True,8,6211695208742,0,11,-1,True,1
0.46181935,7.26036176,True,8,6211695209142,0,11,-1,True,1
0.43547181,7.70582822,True,8,6211695209342,1,11,-1,True,1
0.44051198,9.46134478,True,8,6211695209942,1,11,-1,True,1
0.42360873,7.40697654,True,8,6211695929542,1,11,-1,True,1
0.40030759999999993,3.40204668,True,8,6196283515542,0,8,-1,True,1
0.90262373,1.62813559,True,8,6196283515942,1,8,0,True,1
0.61787072,1.97615385,True,8,6196283516342,0,8,-1,True,1
0.4324912,2.35278689,True,8,6196283516542,1,8,0,True,1
0.44460242,3.43022936,True,8,6196283516742,0,8,-1,True,1
0.69108466,1.85369142,True,8,6196283516942,0,8,0,True,1
0.32229035,3.8634632000000004,True,8,6196284930342,0,8,0,True,1
1.15988174,1.10058824,True,8,6196284930742,1,8,0,True,1
0.73585942,2.74738806,True,8,6196284931142,0,8,0,True,1
0.40567951,4.095,True,8,6196284931342,1,8,0,True,1
0.60896042,2.07105442,True,8,6196284931542,1,8,0,True,1
0.35436273,3.20032787,True,8,6196284931742,0,8,0,True,1
0.85192263,1.37255765,True,8,6196284932142,0,8,0,True,1
1.39464883,1.24110312,True,8,6196284932542,0,8,0,True,1
0.62163767,1.91412414,True,8,6196284932742,0,8,0,True,1
0.46524743,3.2669697,True,8,6196630145142,0,8,0,True,1
0.49261084,2.688,True,8,6196630145542,1,8,0,True,1
0.48776186,3.12215577,True,8,6198972247942,0,9,-1,True,1
0.77922078,2.52033333,True,8,6198972365342,0,9,-1,True,1
0.44354979999999994,4.79559305,True,8,6198972404142,0,9,-1,True,1
2.53515407,0.68722467,True,8,6198972465542,0,9,-1,True,1
0.41396236,4.01425,True,8,6198972556742,0,9,-1,True,1
0.60589797,2.98897436,True,8,6198975495742,1,9,-1,True,1
0.49890864,3.729375,True,8,6198977178742,1,9,-1,True,1
0.52961623,4.77920177,True,8,6198977642342,1,9,-1,True,1
4.34782609,0.45727273,True,8,6198978732142,1,9,-1,True,1
0.57859995,2.45760563,True,8,6200451288342,1,9,-1,True,1
0.6023953000000001,2.2398418999999996,True,8,6200451288542,0,9,-1,True,1
0.55690772,2.69320988,True,8,6200451288742,0,9,0,True,1
0.71171211,2.5461875,True,8,6200451288942,1,9,0,True,1
0.79513564,2.06105882,True,8,6200451424542,0,9,0,True,1
1.07913669,2.48666667,True,8,6200457331542,1,9,0,True,1
0.44247788,7.48,True,8,6200457331742,0,9,0,True,1
0.81263416,2.25377358,True,8,6200457331942,1,9,-1,True,1
0.54726368,3.27181818,True,8,6200457332142,0,9,-1,True,1
0.41480007,5.5376,True,8,6200459147142,0,9,0,True,1
0.30552161,4.71381818,True,8,6200459147342,0,9,0,True,1
2.41383709,0.64335744,True,8,6200464769342,0,9,-1,True,1
2.18878249,0.619375,True,8,6200464769542,1,9,-1,True,1
0.0,0.0,True,8,6200465074942,1,9,0,True,1
2.75935006,0.84519164,True,8,6200465075142,0,9,0,True,1
0.9613607,1.57153846,True,8,6200466896542,1,9,0,True,1
0.82033135,1.9945098,True,8,6200466896942,0,9,0,True,1
0.4303675,4.335,True,8,6200467219742,1,9,0,True,1
0.40566505,5.17113796,True,8,6200467219942,0,9,0,True,1
0.5240072,5.80564345,True,8,6200467221142,0,9,0,True,1
0.60287327,6.30212766,True,8,6200467221342,1,9,0,True,1
0.52225787,3.07843126,True,8,6200467223542,0,9,-1,True,1
0.5545541,2.75841986,True,8,6200467223742,1,9,-1,True,1
2.56410256,0.81,True,8,6200467575942,1,9,0,True,1
3.33947961,0.5809553000000001,True,8,6200467576142,0,9,0,True,1
0.68823125,2.8945,True,8,6200467821942,0,9,0,True,1
1.09223301,2.26222222,True,8,6200467822142,1,9,0,True,1
0.4716888,2.81782427,True,8,6200470609542,0,9,-1,True,1
1.25285702,2.73459459,True,8,6200480682942,0,9,0,True,1
0.70920361,2.35084006,True,8,6200504854142,0,9,-1,True,1
0.6241039,2.05574324,True,8,6200504854342,0,9,-1,True,1
0.76358297,3.37538462,True,8,6200504854542,0,9,0,True,1
0.77831996,1.62835453,True,8,6206062187542,0,10,-1,True,1
0.65234807,2.5654386000000002,True,8,6206063376742,0,10,-1,True,1
0.97000979,1.7012843999999998,True,8,6206063608342,0,10,-1,True,1
1.31167742,1.33957555,True,8,6206063955542,0,10,-1,True,1
0.86373737,1.36612033,True,8,6206066898942,1,10,-1,True,1
0.63596659,1.74590361,True,8,6206068494542,0,10,-1,True,1
0.85681645,1.21422222,True,8,6206069519742,1,10,-1,True,1
0.83246618,2.15229167,True,8,6206071243742,1,10,-1,True,1
1.03802165,2.05495475,True,8,6206072440742,1,10,-1,True,1
0.54719562,2.92791667,True,8,6206278442742,0,10,0,True,1
0.5670386,2.45677419,True,8,6206280272342,1,10,0,True,1
0.73179656,2.762,True,8,6207555271942,1,10,-1,True,1
0.59799682,3.29131026,True,8,6207555272142,0,10,-1,True,1
1.00830368,3.16,True,8,6207555704142,1,10,0,True,1
0.92525135,2.73173228,True,8,6207555704342,0,10,0,True,1
0.39292731,4.825,True,8,6207556449342,1,10,0,True,1
0.93821915,2.1354717,True,8,6207556449742,0,10,0,True,1
0.77960129,3.03122208,True,8,6207557364942,0,10,0,True,1
0.80149613,3.24833333,True,8,6207557365142,1,10,0,True,1
0.64095157,2.15678786,True,8,6207557791542,0,10,-1,True,1
0.68902756,1.96220126,True,8,6207557791742,0,10,-1,True,1
0.6151174,1.90999467,True,8,6187531583742,0,6,0,False,1
0.51108606,1.72757353,True,8,6187531584342,0,6,-1,False,1
0.71984588,2.06629295,True,8,6187531584542,1,6,0,False,1
0.68279948,1.72470588,True,8,6187531585142,1,6,-1,False,1
0.8191501,1.94970509,True,8,6187535056142,0,6,0,False,1
0.43198802,2.3346371,True,8,6187535056542,0,6,-1,False,1
0.90021361,1.94949153,True,8,6187535056742,1,6,0,False,1
0.55102528,2.06647059,True,8,6187535057342,1,6,-1,False,1
0.36770339,2.94104167,True,8,6187535763942,0,6,0,False,1
0.32262186,2.88425743,True,8,6187535764342,0,6,-1,False,1
3.73141116,0.24846435,False,8,6187967255542,0,6,0,False,1
1.42045455,0.522,False,8,6187969069742,1,6,0,False,1
0.0,0.0,False,8,6187969938142,1,6,0,False,1
5.86184354,0.22070632,False,8,6187969938342,0,6,0,False,1
4.54049136,0.23167669,False,8,6187969938542,0,6,0,False,1
4.83870968,0.19533333,False,8,6187969938742,1,6,0,False,1
2.10526316,0.34583333,False,8,6187969938942,1,6,-1,False,1
3.0991297,0.30834036,False,8,6187969939142,0,6,-1,False,1
1.30908853,0.99718204,True,8,6191240864542,1,6,0,False,1
0.91411455,1.1019208999999999,True,8,6191240864742,1,6,0,False,1
0.95723329,1.00976703,True,8,6191240864942,1,6,-1,False,1
0.46641791,3.25,True,8,6191567720742,0,6,0,False,1
0.99657025,1.42714286,True,8,6191567720942,1,6,0,False,1
0.93023256,1.672,True,8,6191567721142,1,6,0,False,1
0.43472314,1.99485393,True,8,6191583980142,0,7,0,True,1
0.63258382,2.06115909,True,8,6191585209942,1,7,0,True,1
0.42888058,2.31376147,True,8,6191588606942,0,7,0,True,1
0.57757191,1.59366337,True,8,6191589519342,0,7,0,True,1
0.59934905,1.37874172,True,8,6191590039742,1,7,0,True,1
0.71499503,1.70157407,True,8,6191591211942,0,7,0,True,1
0.59649954,1.78691191,True,8,6191594604942,0,7,-1,True,1
0.70573669,1.60959064,True,8,6191594605742,1,7,-1,True,1
0.63930707,1.75806452,True,8,6192209610342,0,7,-1,True,1
0.91127098,1.53842105,True,8,6192209610742,1,7,-1,True,1
0.56406948,2.0744211999999997,True,8,6192210407742,0,7,0,True,1
0.6022633000000001,1.92588235,True,8,6192210407942,1,7,0,True,1
0.50892961,2.70204128,True,8,6192213029942,0,7,0,True,1
0.52574393,2.78673333,True,8,6192213030142,1,7,0,True,1
0.54710581,1.79711429,True,8,6193161146342,0,7,0,True,1
0.6389342,1.61425532,True,8,6193161146542,1,7,0,True,1
0.80148848,2.20348214,True,8,6193161146742,0,7,0,True,1
0.69164265,2.99666667,True,8,6193161146942,1,7,0,True,1
0.57608513,2.41603636,True,8,6193161147142,1,7,0,True,1
0.53025868,2.54306133,True,8,6193161147342,0,7,0,True,1
0.43839485,3.33213483,True,8,6193382636742,0,7,0,True,1
0.62252405,1.51577778,True,8,6193382637342,0,7,0,True,1
0.48547617,1.656,True,8,6193382637742,0,7,-1,True,1
0.65888635,1.46359477,True,8,6194061053142,0,7,0,True,1
0.64996829,1.45097561,True,8,6194061053342,1,7,0,True,1
0.57105024,1.38768116,True,8,6194061290742,1,7,-1,True,1
0.70266606,1.23254019,True,8,6194061290942,0,7,-1,True,1
0.9415457,1.69208333,True,8,6194061573342,0,7,0,True,1
1.14942529,1.57166667,True,8,6194061573742,1,7,0,True,1
0.85877118,1.53672727,True,8,6194062987142,0,7,0,True,1
0.73591848,2.51923077,True,8,6194063152142,0,7,0,True,1
0.80040832,1.35691304,True,8,6194064354542,0,7,-1,True,1
0.6049123000000001,1.53161273,True,8,6195410445342,0,8,-1,True,1
0.57519823,1.56355932,True,8,6195411364342,1,8,-1,True,1
0.89188294,1.45297236,True,8,6195411686142,0,8,-1,True,1
0.76362374,1.47106061,True,8,6195411978142,1,8,-1,True,1
0.5251835,2.76000709,True,8,6195412315142,0,8,-1,True,1
0.5347121,2.83066116,True,8,6195412605142,1,8,-1,True,1
1.19893204,0.91781513,True,8,6195413172942,0,8,-1,True,1
0.71118056,1.9096338,True,8,6195413506942,0,8,-1,True,1
0.47862455,2.69862719,True,8,6195414135142,0,8,-1,True,1
0.45229831,4.9875,True,8,6196283275742,0,8,0,True,1
0.66338785,2.83689655,True,8,6196283275942,0,8,0,True,1
0.56334054,4.37322204,True,8,6196283276142,0,8,0,True,1
0.58872269,5.36896296,True,8,6196283276342,1,8,0,True,1
0.63371823,2.63165116,True,8,6196283276542,0,8,0,True,1
0.60136581,3.16474576,True,8,6196283276942,1,8,0,True,1
0.76522305,2.40287234,True,8,6196283277142,0,8,0,True,1
0.94722598,2.16142857,True,8,6196283277542,1,8,0,True,1
0.84644832,2.75859296,True,8,6196283277742,0,8,0,True,1
0.51535641,2.00694517,True,8,6196283514542,0,8,0,True,1
0.50884176,2.66247525,True,8,6196283515142,0,8,-1,True,1
0.47606375,2.9789441,True,8,6196283515342,1,8,-1,True,1
0.41440968,0.65558376,True,10,6182793628742,0,5,2,False,0
0.56926978,0.95181818,True,10,6182793628942,0,5,2,False,0
0.57367985,0.95578313,True,10,6182793629142,0,5,2,False,0
0.30323201,1.04014228,True,10,6182793629342,0,5,2,False,0
0.84802987,1.51000781,True,10,6182793630142,0,5,-1,False,1
0.44651413,1.18388051,True,10,6182793630342,0,5,2,False,0
0.33287827,0.93884825,True,10,6182793630542,0,5,2,False,0
0.36579478,1.29254251,True,10,6182793631142,0,5,2,False,0
